gs://kaggle-data-upload/train/cat/cat.742.jpg,cat
gs://kaggle-data-upload/train/cat/cat.314.jpg,cat
gs://kaggle-data-upload/train/cat/cat.707.jpg,cat
gs://kaggle-data-upload/train/cat/cat.347.jpg,cat
gs://kaggle-data-upload/train/cat/cat.966.jpg,cat
gs://kaggle-data-upload/train/cat/cat.208.jpg,cat
gs://kaggle-data-upload/train/cat/cat.729.jpg,cat
gs://kaggle-data-upload/train/cat/cat.659.jpg,cat
gs://kaggle-data-upload/train/cat/cat.845.jpg,cat
gs://kaggle-data-upload/train/cat/cat.770.jpg,cat
gs://kaggle-data-upload/train/cat/cat.265.jpg,cat
gs://kaggle-data-upload/train/cat/cat.47.jpg,cat
gs://kaggle-data-upload/train/cat/cat.247.jpg,cat
gs://kaggle-data-upload/train/cat/cat.665.jpg,cat
gs://kaggle-data-upload/train/cat/cat.63.jpg,cat
gs://kaggle-data-upload/train/cat/cat.950.jpg,cat
gs://kaggle-data-upload/train/cat/cat.45.jpg,cat
gs://kaggle-data-upload/train/cat/cat.448.jpg,cat
gs://kaggle-data-upload/train/cat/cat.761.jpg,cat
gs://kaggle-data-upload/train/cat/cat.584.jpg,cat
gs://kaggle-data-upload/train/cat/cat.460.jpg,cat
gs://kaggle-data-upload/train/cat/cat.260.jpg,cat
gs://kaggle-data-upload/train/cat/cat.421.jpg,cat
gs://kaggle-data-upload/train/cat/cat.318.jpg,cat
gs://kaggle-data-upload/train/cat/cat.829.jpg,cat
gs://kaggle-data-upload/train/cat/cat.165.jpg,cat
gs://kaggle-data-upload/train/cat/cat.167.jpg,cat
gs://kaggle-data-upload/train/cat/cat.308.jpg,cat
gs://kaggle-data-upload/train/cat/cat.111.jpg,cat
gs://kaggle-data-upload/train/cat/cat.580.jpg,cat
gs://kaggle-data-upload/train/cat/cat.364.jpg,cat
gs://kaggle-data-upload/train/cat/cat.506.jpg,cat
gs://kaggle-data-upload/train/cat/cat.711.jpg,cat
gs://kaggle-data-upload/train/cat/cat.763.jpg,cat
gs://kaggle-data-upload/train/cat/cat.181.jpg,cat
gs://kaggle-data-upload/train/cat/cat.760.jpg,cat
gs://kaggle-data-upload/train/cat/cat.646.jpg,cat
gs://kaggle-data-upload/train/cat/cat.463.jpg,cat
gs://kaggle-data-upload/train/cat/cat.668.jpg,cat
gs://kaggle-data-upload/train/cat/cat.486.jpg,cat
gs://kaggle-data-upload/train/cat/cat.176.jpg,cat
gs://kaggle-data-upload/train/cat/cat.996.jpg,cat
gs://kaggle-data-upload/train/cat/cat.677.jpg,cat
gs://kaggle-data-upload/train/cat/cat.53.jpg,cat
gs://kaggle-data-upload/train/cat/cat.108.jpg,cat
gs://kaggle-data-upload/train/cat/cat.747.jpg,cat
gs://kaggle-data-upload/train/cat/cat.497.jpg,cat
gs://kaggle-data-upload/train/cat/cat.712.jpg,cat
gs://kaggle-data-upload/train/cat/cat.491.jpg,cat
gs://kaggle-data-upload/train/cat/cat.744.jpg,cat
gs://kaggle-data-upload/train/cat/cat.172.jpg,cat
gs://kaggle-data-upload/train/cat/cat.782.jpg,cat
gs://kaggle-data-upload/train/cat/cat.619.jpg,cat
gs://kaggle-data-upload/train/cat/cat.193.jpg,cat
gs://kaggle-data-upload/train/cat/cat.213.jpg,cat
gs://kaggle-data-upload/train/cat/cat.862.jpg,cat
gs://kaggle-data-upload/train/cat/cat.19.jpg,cat
gs://kaggle-data-upload/train/cat/cat.248.jpg,cat
gs://kaggle-data-upload/train/cat/cat.631.jpg,cat
gs://kaggle-data-upload/train/cat/cat.804.jpg,cat
gs://kaggle-data-upload/train/cat/cat.133.jpg,cat
gs://kaggle-data-upload/train/cat/cat.741.jpg,cat
gs://kaggle-data-upload/train/cat/cat.43.jpg,cat
gs://kaggle-data-upload/train/cat/cat.262.jpg,cat
gs://kaggle-data-upload/train/cat/cat.772.jpg,cat
gs://kaggle-data-upload/train/cat/cat.940.jpg,cat
gs://kaggle-data-upload/train/cat/cat.806.jpg,cat
gs://kaggle-data-upload/train/cat/cat.350.jpg,cat
gs://kaggle-data-upload/train/cat/cat.685.jpg,cat
